,id,latitude,longitude,is_location_exact,Property_ID,bedrooms,price,review_scores_rating,number_of_reviews,std_review,Neighbourhood_ID,cleaning_fee,security_deposit,minimum_nights,instant_bookable,is_business_travel_ready,Cancellation_ID,availability_365,Wifi,TV,kitchen,Distance_from_center,Distance_from_airport
3865,5978434,52.50517257,13.30114689,1,2002,2,115,93,67,2.580854289,1079,85,300,3,0,0,3001,328,1,1,1,7.2,7.6
3866,5978444,52.53368767,13.35299545,0,2002,1,39,96,306,2.423443848,1073,0,0,1,0,0,3001,337,1,1,1,3.8,5.9
3867,5983873,52.55094886,13.34890978,1,2002,1,36,98,31,2.816723478,1094,18,250,2,0,0,3003,119,1,0,1,5.1,4.5
3868,5985026,52.48593992,13.42096148,1,2002,1,30,98,16,2.876071894,1112,0,300,3,0,0,3003,0,1,1,1,3.9,13
3869,5987114,52.54101928,13.42241736,1,2002,1,115,94,0,2.85,1050,30,300,3,0,0,3001,0,1,0,1,2.6,9.4
3870,5987663,52.51968712,13.42005797,1,2002,1,40,94,114,2.509909511,1003,25,150,2,0,0,3003,0,1,1,1,1,10.4
3871,5990028,52.54457093,13.4242079,1,2002,0,51,80,1,2.495024917,1050,40,150,2,0,0,3003,0,1,0,1,3,9.4
3872,5991297,52.52869924,13.40497453,1,2004,1,115,98,153,2.558267834,1003,30,300,3,0,0,3001,183,1,1,1,1,9
3873,5994440,52.51547926,13.46723881,0,2002,6,150,92,147,2.414962743,1031,0,100,2,1,0,3001,89,1,0,1,4.2,13.4
3874,5994495,52.52207556,13.45131026,0,2002,1,55,94,0,2.85,1031,20,250,1,0,0,3002,0,1,1,1,3.1,12.1
3875,5995441,52.48295456,13.42610573,1,2002,2,150,94,18,2.767635106,1082,25,300,3,0,0,3003,0,1,1,1,4.4,13.4
3876,5996183,52.49867616,13.41854617,1,2002,1,33,94,0,2.85,1107,0,0,2,0,0,3002,6,1,0,1,2.5,11.8
3877,5996812,52.48984936,13.44110805,1,2002,3,64,100,2,2.990099337,1005,30,100,6,0,0,3003,0,1,0,1,4.2,13.6
3878,5997211,52.50703783,13.49811188,1,2002,1,35,94,0,2.85,1078,20,0,3,0,0,3001,5,1,1,1,6.5,15.6
3879,5997311,52.55162955,13.37640381,1,2002,1,30,70,2,2.240099337,1124,0,0,1,0,0,3002,0,0,0,1,4,6.1
3880,5997998,52.50569298,13.31233937,1,2002,1,50,98,12,2.893460218,1056,40,200,5,1,0,3002,0,1,1,1,6.5,7.6
3881,5998823,52.50262958,13.43733882,1,2004,2,160,95,82,2.595215827,1077,75,1800,3,1,0,3003,157,1,1,1,2.9,12.5
3882,6000932,52.48454983,13.3623647,0,2002,1,52,90,8,2.711558173,1110,50,200,5,0,0,3003,35,1,1,1,4.9,10.9
3883,6001029,52.4981061,13.41627622,1,2002,1,55,94,0,2.85,1107,0,0,1,0,0,3002,0,1,1,0,2.6,11.8
3884,6001145,52.46438336,13.30152806,1,2002,1,70,80,1,2.495024917,1135,30,0,3,0,0,3003,0,1,1,1,9.3,12.1
3885,6001388,52.53534549,13.43304654,1,2002,1,40,90,4,2.73039472,1099,0,150,3,0,0,3002,0,1,0,1,2.6,10.3
3886,6001914,52.4911808,13.33781156,1,2002,3,155,100,15,2.930353988,1110,50,0,2,0,0,3001,3,1,1,1,5.6,9.6
3887,6007840,52.48818027,13.43428832,1,2002,1,50,99,77,2.706506534,1103,0,0,3,0,0,3001,286,1,0,1,4.1,13.4
3888,6007875,52.49812022,13.41755897,1,2002,1,30,100,1,2.995024917,1107,0,0,1,0,0,3002,0,0,0,0,2.6,11.8
3889,6010388,52.52975581,13.38792819,1,2002,1,35,100,1,2.995024917,1019,0,0,3,0,0,3002,0,1,1,1,1.6,8
3890,6010441,52.50669554,13.21301134,1,2010,0,200,99,34,2.830885161,1046,70,250,2,1,0,3001,332,1,1,1,13.1,9.2
3891,6011824,52.50719117,13.31322754,1,2002,1,65,99,67,2.730854289,1056,5,90,2,0,0,3003,363,1,0,0,6.4,7.5
3892,6012159,52.52689782,13.40539151,0,2002,1,35,80,2,2.490099337,1003,0,200,1,0,0,3001,0,1,0,1,0.8,9.1
3893,6023183,52.51864955,13.3078616,0,2002,1,100,100,5,2.975614712,1091,0,100,5,0,0,3003,178,1,1,1,6.6,6.1
3894,6023666,52.54134374,13.41279852,0,2002,1,110,100,2,2.990099337,1050,20,500,4,0,0,3001,0,1,1,1,2.4,8.8
3895,6023963,52.48629293,13.42406132,0,2002,1,30,100,1,2.995024917,1103,0,100,7,1,0,3003,0,1,0,1,4,13.1
3896,6026543,52.5448463,13.34660685,1,2002,1,25,88,5,2.675614712,1094,0,0,1,0,0,3002,0,1,0,1,4.8,4.8
3897,6029108,52.49018808,13.4023791,0,2002,1,49,94,0,2.85,1121,0,0,1,1,0,3002,0,1,0,1,3.3,11.8
3898,6035096,52.49640258,13.48545216,1,2002,1,59,100,6,2.970882267,1106,0,0,2,0,0,3002,0,1,1,1,6,15.5
3899,6035999,52.50769889,13.31458629,1,2002,1,85,98,59,2.727163642,1056,5,100,2,0,0,3003,343,1,0,0,6.3,7.4
3900,6040458,52.47266971,13.45183072,1,2002,1,30,100,1,2.995024917,1104,10,0,4,0,0,3001,0,1,0,1,6.1,15.5
3901,6040608,52.47807476,13.43832051,1,2002,1,30,92,41,2.631825125,1082,10,0,4,0,0,3001,0,1,0,1,5.2,14.4
3902,6046981,52.48492834,13.52419064,1,2002,1,45,94,0,2.85,1059,0,0,1,0,0,3002,0,1,0,1,9,18.4
3903,6049780,52.49897563,13.3031542,1,2002,1,65,93,6,2.795882267,1043,50,300,5,0,0,3003,301,1,1,1,7.3,8.3
3904,6051389,52.45540258,13.62172984,1,2005,1,38,94,0,2.85,1037,0,0,3,0,0,3002,0,1,1,1,16.3,25.8
3905,6053366,52.50009864,13.44107672,1,2002,2,85,100,2,2.990099337,1108,30,200,7,0,0,3001,0,1,0,1,3.3,12.8
3906,6060230,52.57527187,13.30708056,1,2002,1,60,80,2,2.490099337,1130,10,100,5,0,0,3002,344,1,1,1,9,0.9
3907,6060964,52.48709665,13.42641707,1,2002,2,40,80,4,2.48039472,1103,20,0,1,0,0,3002,205,1,0,1,3.9,13.1
3908,6063254,52.49640679,13.35251758,1,2002,1,38,96,61,2.671675435,1109,0,0,2,0,0,3001,31,1,0,1,4.4,9.4
3909,6067565,52.49091214,13.40195862,1,2004,1,60,96,17,2.821832408,1121,30,300,70,1,0,3002,90,1,1,1,3.2,11.7
3910,6067660,52.48417918,13.43840822,0,2002,1,73,93,25,2.714400392,1103,25,0,3,0,0,3003,0,1,0,1,4.6,13.9
3911,6068682,52.48890921,13.41359909,1,2002,1,24,94,0,2.85,1121,0,0,1,0,0,3002,0,1,0,1,3.5,12.4
3912,6069083,52.48907558,13.34802837,1,2002,2,110,94,0,2.85,1110,50,500,6,0,0,3001,0,1,1,1,5.2,10
3913,6069995,52.47408155,13.3156115,1,2002,1,99,94,0,2.85,1133,75,250,30,0,0,3001,364,1,1,1,7.9,11.1
3914,6072438,52.53697549,13.39556553,0,2002,1,90,100,8,2.961558173,1019,50,600,3,0,0,3002,0,1,1,1,2,8
3915,6076066,52.47153128,13.44157263,1,2002,1,62,100,5,2.975614712,1104,15,0,1,0,0,3003,365,1,1,1,5.9,15.1
3916,6081509,52.59315719,13.32578507,0,2002,1,34,96,37,2.745367165,1085,20,85,4,0,0,3003,62,1,1,0,9.7,3.1
3917,6082276,52.52607934,13.40965338,0,2002,1,82,99,14,2.909679118,1003,30,0,3,0,0,3002,0,1,1,1,0.7,9.4
3918,6082385,52.48919964,13.32227833,1,2002,3,55,97,7,2.89119691,1011,30,400,5,0,0,3001,0,1,0,1,6.6,9.5
3919,6084557,52.52135614,13.45412771,1,2002,1,39,97,7,2.89119691,1031,15,0,2,0,0,3002,314,1,1,1,3.3,12.3
3920,6089778,52.49052361,13.42900312,0,2002,1,69,92,17,2.721832408,1103,50,500,2,0,0,3003,0,1,1,1,3.7,13
3921,6095618,52.51050737,13.39300548,0,2004,1,38,88,17,2.621832408,1102,0,200,3,0,0,3003,0,1,0,1,1.3,9.7
3922,6097500,52.5176377,13.42635433,1,2015,1,20,90,31,2.616723478,1003,0,0,1,0,0,3001,218,1,1,0,1.5,10.9
3923,6097773,52.5037013,13.3170265,1,2002,1,55,94,0,2.85,1062,0,0,1,0,0,3002,0,1,1,1,6.2,7.9
3924,6097880,52.5171933,13.42415089,1,2015,1,19,90,46,2.565641823,1003,0,0,1,0,0,3001,213,1,1,0,1.3,10.8
3925,6098049,52.51634528,13.42430465,1,2015,1,69,87,52,2.472260274,1003,0,0,1,0,0,3001,253,1,1,0,1.4,10.8
3926,6098098,52.51612541,13.42465439,1,2015,1,22,90,44,2.572018211,1003,0,0,1,0,0,3001,360,1,1,0,1.4,10.9
3927,6098179,52.51615152,13.42467361,1,2015,1,23,92,44,2.622018211,1003,0,0,1,0,0,3001,365,1,1,0,1.4,10.9
3928,6098598,52.53610797,13.39586893,1,2002,1,45,94,0,2.85,1019,70,1500,7,0,0,3001,0,1,1,1,1.9,8
3929,6098609,52.51556365,13.42491883,1,2015,1,25,91,96,2.466446443,1003,0,0,1,0,0,3001,256,1,1,0,1.4,10.9
3930,6098801,52.54225332,13.41326742,1,2002,1,25,94,0,2.85,1050,0,0,1,0,0,3002,0,1,0,1,2.5,8.8
3931,6099139,52.46908516,13.32113251,0,2009,1,38,100,2,2.990099337,1034,0,0,3,0,0,3002,0,1,0,1,8,11.7
3932,6101399,52.51973726,13.28587769,1,2002,1,67,93,56,2.610604532,1113,30,0,2,1,0,3003,329,0,1,1,8.1,6
3933,6102973,52.48319609,13.44364913,1,2002,1,39,94,0,2.85,1104,30,200,5,0,0,3003,0,0,0,1,4.9,14.2
3934,6103025,52.51707272,13.4250818,1,2015,1,27,92,34,2.655885161,1003,0,0,1,0,0,3001,239,1,1,0,1.4,10.8
3935,6103503,52.52250646,13.44548262,1,2002,1,80,94,0,2.85,1057,50,0,7,0,0,3001,0,1,1,1,2.8,11.7
3936,6103989,52.47521426,13.42456522,1,2002,1,60,97,74,2.663556958,1112,16,200,1,0,0,3001,0,1,0,1,5.2,14
3937,6107182,52.48647764,13.43483581,1,2002,2,70,94,213,2.409418647,1103,37,250,2,1,0,3003,206,1,0,1,4.2,13.6
3938,6109481,52.51592404,13.42489754,1,2015,1,25,91,46,2.590641823,1003,0,0,1,0,0,3001,250,1,1,0,1.4,10.9
3939,6110157,52.49139558,13.39406578,1,2002,2,62,94,0,2.85,1121,45,400,1,0,0,3003,0,1,0,1,3.3,11.3
3940,6110762,52.51756357,13.42473819,1,2015,1,22,91,147,2.389962743,1003,0,0,1,0,0,3001,240,1,1,0,1.4,10.8
3941,6110769,52.53859139,13.40498306,1,2002,1,26,92,28,2.677891871,1019,19,100,14,0,0,3001,33,1,1,1,2.1,8.4
3942,6111076,52.51689524,13.42503194,1,2015,1,21,89,134,2.355922834,1003,0,0,1,0,0,3001,239,1,1,0,1.4,10.9
3943,6112321,52.52506097,13.41036096,0,2002,1,99,94,0,2.85,1003,35,350,3,0,0,3003,0,1,0,1,0.7,9.5
3944,6113529,52.52833546,13.33305629,0,2002,1,27,94,0,2.85,1074,10,0,14,0,0,3003,0,1,0,1,5,5.6
3945,6114461,52.49088396,13.42771641,1,2002,2,90,96,27,2.781689747,1103,40,0,2,0,0,3001,5,1,0,1,3.6,12.9
3946,6115599,52.5612413,13.38148528,1,2002,1,60,94,0,2.85,1087,0,0,1,0,0,3002,0,1,0,1,4.9,6.1
3947,6116183,52.50477687,13.49762317,1,2002,1,25,93,3,2.810222767,1078,0,0,1,0,0,3002,0,1,0,1,6.5,15.7
3948,6120380,52.55547423,13.37557196,1,2002,1,30,87,7,2.64119691,1124,8,0,1,1,0,3001,0,1,0,1,4.4,5.9
3949,6129602,52.52476238,13.45147965,1,2002,1,40,100,3,2.985222767,1031,120,0,120,0,0,3003,139,1,1,1,3.2,11.9
3950,6133556,52.48854882,13.43162919,1,2002,1,42,95,40,2.710160023,1103,0,0,1,0,0,3003,3,1,1,1,3.9,13.2
3951,6141443,52.48792583,13.42357284,1,2002,1,50,80,6,2.470882267,1121,0,0,1,0,0,3002,0,1,0,1,3.8,12.9
3952,6141643,52.52581,13.4283903,0,2002,1,25,98,38,2.791930705,1057,0,0,2,0,0,3002,0,1,0,1,1.7,10.5
3953,6145990,52.47250913,13.43066381,0,2002,1,28,96,64,2.663646212,1082,0,0,1,0,0,3003,1,1,1,1,5.6,14.5
3954,6150886,52.57593793,13.35310226,1,2002,1,36,100,1,2.995024917,1089,5,150,1,0,0,3002,0,1,1,1,7.1,4
3955,6160249,52.52937512,13.4446384,1,2002,1,75,98,22,2.851259399,1098,25,0,3,0,0,3001,4,1,1,1,2.9,11.3
3956,6161287,52.47198842,13.4307477,1,2002,1,60,80,2,2.490099337,1082,0,0,3,0,0,3002,0,1,0,1,5.6,14.6
3957,6161902,52.55093343,13.41944802,0,2002,1,55,98,10,2.902418709,1096,0,350,3,0,0,3001,0,1,0,1,3.6,8.8
3958,6163366,52.49935413,13.44223392,1,2002,1,70,93,17,2.746832408,1108,30,200,1,0,0,3002,362,1,0,1,3.4,13
3959,6164586,52.52546367,13.33920931,0,2002,1,30,100,7,2.96619691,1074,0,0,1,0,0,3003,0,1,1,1,4.5,6.1
3960,6164920,52.47445821,13.32090513,1,2002,2,80,96,5,2.875614712,1034,25,0,5,0,0,3003,0,1,1,1,7.6,11.1
3961,6171627,52.41111665,13.14381328,0,2002,2,69,100,41,2.831825125,1136,45,200,3,0,0,3003,101,1,1,1,21.4,20.7
3962,6174866,52.46778856,13.42984621,0,2002,1,35,100,7,2.96619691,1112,0,0,3,0,0,3003,0,1,0,1,6,14.9
3963,6179181,52.49133045,13.41558589,1,2002,1,30,100,2,2.990099337,1121,0,250,3,1,0,3002,0,1,0,1,3.3,12.3
3964,6180252,52.48049389,13.32081294,0,2002,1,25,98,32,2.813074519,1123,15,0,3,1,0,3003,217,1,1,1,7.2,10.5
3965,6182292,52.50453726,13.41585072,1,2002,1,44,100,5,2.975614712,1077,30,200,2,0,0,3002,78,1,0,1,1.9,11.2
3966,6184648,52.55291638,13.41620081,0,2002,1,60,100,6,2.970882267,1096,0,100,3,0,0,3003,98,1,1,1,3.7,8.6
3967,6190433,52.54561555,13.41714376,1,2002,0,70,100,2,2.990099337,1050,0,150,1,0,0,3002,0,1,0,1,3,8.9
3968,6192784,52.47746517,13.33338251,1,2002,2,89,97,123,2.571146289,1034,30,0,3,1,0,3001,205,1,1,1,6.8,11
3969,6192955,52.54323805,13.37790205,0,2005,1,32,93,102,2.50529747,1018,30,0,2,0,0,3001,49,1,0,1,3.2,6.6
3970,6194597,52.51006496,13.46529055,1,2002,1,25,100,2,2.990099337,1033,0,150,4,0,0,3002,0,1,0,1,4.2,13.5
3971,6194891,52.55668883,13.34423813,0,2002,1,30,100,4,2.98039472,1094,5,0,3,0,0,3003,0,1,1,1,5.8,3.9
3972,6195757,52.54264527,13.41030908,1,2002,1,50,77,7,2.39119691,1097,20,100,2,0,0,3001,0,1,0,1,2.5,8.6
3973,6197692,52.47765896,13.42268358,1,2002,1,45,91,29,2.649131784,1112,0,100,3,0,0,3002,297,1,0,1,4.9,13.7
3974,6198251,52.50358345,13.41936301,0,2002,1,39,93,9,2.781965593,1077,25,100,2,0,0,3003,342,1,0,1,2.1,11.5
3975,6204465,52.53221052,13.41814836,0,2002,1,50,100,1,2.995024917,1100,0,0,2,0,0,3002,0,0,0,1,1.6,9.6
3976,6205708,52.53464533,13.42455959,1,2002,2,128,87,56,2.460604532,1099,43,0,3,1,0,3002,334,1,1,1,2.1,9.8
3977,6206982,52.50714361,13.42875195,1,2002,2,100,97,6,2.895882267,1077,30,0,4,0,0,3001,0,1,1,1,2.2,11.7
3978,6207145,52.53828024,13.40076458,0,2002,1,64,97,40,2.760160023,1019,0,0,4,0,0,3003,0,1,1,1,2.1,8.2
3979,6207493,52.48282457,13.44451788,1,2002,1,55,80,3,2.485222767,1104,15,0,2,0,0,3003,0,0,0,1,4.9,14.3
3980,6208634,52.54739289,13.3477873,1,2002,1,30,98,18,2.867635106,1094,0,200,1,0,0,3001,0,1,1,1,4.9,4.6
3981,6211752,52.4835083,13.36076711,0,2002,1,29,100,6,2.970882267,1110,0,0,2,1,0,3003,0,1,1,1,5,10.9
3982,6218718,52.4849277,13.18452637,1,2002,1,46,90,4,2.73039472,1038,75,700,62,0,0,3001,364,1,1,1,15.4,12.3
3983,6220071,52.48931376,13.31714325,1,2002,1,55,91,250,2.316042499,1011,30,90,1,0,0,3001,310,1,1,1,6.9,9.5
3984,6220581,52.49564809,13.42281992,1,2002,2,189,97,38,2.766930705,1108,30,189,2,0,0,3001,0,1,1,1,3,12.3
3985,6220902,52.49486088,13.41535491,1,2002,1,50,92,189,2.375535904,1121,15,0,1,1,0,3003,331,1,1,0,2.9,12
3986,6221837,52.50435146,13.48740392,1,2002,1,40,94,1,2.845024917,1078,20,100,1,0,0,3002,0,1,0,1,5.8,15.2
3987,6224452,52.52218324,13.33451444,1,2012,0,49,85,4,2.60539472,1074,0,350,4,0,0,3001,131,1,1,0,4.8,6.3
3988,6229058,52.50752459,13.46906207,1,2002,1,48,90,2,2.740099337,1033,25,0,2,0,0,3003,0,1,0,1,4.6,13.9
3989,6229070,52.53770052,13.4045982,0,2002,2,85,97,36,2.773838163,1019,65,350,60,0,0,3001,299,1,1,1,2,8.5
3990,6231989,52.52158153,13.40441663,1,2002,3,104,93,129,2.462635392,1003,30,0,3,1,0,3003,218,1,1,1,0.2,9.4
3991,6232450,52.54628317,13.41442364,1,2003,1,69,94,59,2.627163642,1050,0,0,5,1,0,3001,5,1,1,1,3,8.7
3992,6232584,52.55061276,13.34943503,0,2002,1,85,93,85,2.538707466,1094,40,100,2,1,0,3001,240,1,1,1,5.1,4.5
3993,6232949,52.52306379,13.40646478,1,2002,3,94,92,149,2.412686328,1003,30,0,3,1,0,3003,157,1,1,1,0.4,9.4
3994,6238160,52.51074715,13.38237884,0,2002,1,81,98,11,2.897917068,1102,0,700,4,0,0,3001,0,1,1,1,1.8,9.2
3995,6241243,52.49037961,13.41403512,0,2002,1,30,94,0,2.85,1121,0,250,3,0,0,3002,0,1,0,1,3.4,12.3
3996,6241797,52.48045089,13.44522351,1,2002,1,15,94,1,2.845024917,1104,0,0,1,0,0,3002,0,1,1,1,5.2,14.5
3997,6243314,52.50622829,13.34080321,1,2002,1,59,93,3,2.810222767,1122,0,0,1,0,0,3002,0,1,1,1,4.6,8.1
3998,6247421,52.46587431,13.43236818,0,2002,1,29,89,227,2.27665609,1112,0,0,2,0,0,3002,38,1,0,1,6.3,15.2
3999,6247716,52.50174639,13.41898683,1,2005,1,78,100,1,2.995024917,1077,40,0,3,0,0,3002,0,1,0,1,2.2,11.6
4000,6248042,52.51857474,13.47055853,1,2002,1,30,99,121,2.62409864,1031,15,0,4,0,0,3003,69,1,1,1,4.4,13.4
4001,6248829,52.46365853,13.51414719,1,2002,1,50,82,9,2.506965593,1086,20,0,20,1,0,3001,77,1,1,1,9.7,19.2
4002,6252295,52.55322036,13.36213401,0,2002,2,73,97,7,2.89119691,1124,10,400,3,0,0,3003,310,1,1,1,4.7,5.1
4003,6253378,52.60652039,13.46659093,1,2001,2,30,95,34,2.730885161,1060,30,0,2,0,0,3003,292,1,1,1,10.5,12.2
4004,6254436,52.46172047,13.32904332,1,2002,1,59,97,7,2.89119691,1002,25,0,1,0,0,3002,0,1,1,1,8.3,12.6
4005,6254907,52.49900658,13.32479232,1,2002,1,38,98,50,2.75326533,1026,27,0,2,0,0,3001,330,1,1,0,5.9,8.5
4006,6256147,52.49710355,13.3103365,1,2002,1,65,94,0,2.85,1026,0,0,1,0,0,3002,0,1,0,0,6.9,8.5
4007,6256590,52.48431261,13.42686222,1,2002,1,35,94,0,2.85,1082,30,0,1,0,0,3002,0,1,1,1,4.2,13.4
4008,6257425,52.49962345,13.44486517,1,2002,1,69,100,10,2.952418709,1108,40,500,17,0,0,3001,32,1,0,1,3.5,13.1
4009,6258297,52.52723099,13.35415352,0,2002,1,16,100,1,2.995024917,1073,5,0,4,1,0,3003,0,1,1,1,3.5,6.5
4010,6258535,52.51212295,13.28763641,0,2002,1,35,96,5,2.875614712,1113,20,400,2,0,0,3002,223,1,1,1,8,6.8
4011,6261883,52.52293272,13.32342239,1,2002,1,40,100,4,2.98039472,1091,0,0,1,0,0,3001,354,1,0,0,5.5,5.9
4012,6264264,52.48269493,13.43225499,1,2002,1,38,100,10,2.952418709,1103,15,300,1,0,0,3001,8,1,0,1,4.5,13.7
4013,6264703,52.47628707,13.44776391,1,2002,1,75,93,188,2.401295053,1104,9,150,3,1,0,3003,333,1,0,1,5.7,15
4014,6267551,52.47704286,13.42145436,1,2002,1,30,94,0,2.85,1112,0,0,7,0,0,3002,0,1,0,0,4.9,13.7
4015,6273190,52.52832262,13.45168488,1,2002,1,40,94,0,2.85,1098,0,0,2,1,0,3002,0,1,0,1,3.3,11.8
4016,6274534,52.47613554,13.42422947,0,2002,1,32,100,1,2.995024917,1112,0,90,1,0,0,3003,0,1,0,1,5,13.9
4017,6274805,52.5368961,13.41610818,1,2002,1,59,100,7,2.96619691,1100,25,150,3,1,0,3003,0,1,1,1,2,9.2
4018,6275365,52.51461947,13.39814704,1,2012,1,250,96,36,2.748838163,1102,90,500,1,0,0,3001,352,1,1,1,0.8,9.6
4019,6279277,52.39254577,13.3823114,1,2002,1,18,98,12,2.893460218,1064,15,0,7,0,0,3001,0,1,0,1,14.3,21
4020,6280275,52.49495682,13.41675255,1,2002,1,30,90,10,2.702418709,1121,10,0,4,0,0,3001,0,1,0,1,2.9,12
4021,6281010,52.53225767,13.41981786,0,2002,2,120,100,1,2.995024917,1100,0,0,2,0,0,3003,0,1,0,1,1.7,9.7
4022,6281653,52.46669351,13.43698407,1,2002,1,20,94,0,2.85,1082,0,100,7,0,0,3002,0,1,0,1,6.3,15.3
4023,6282441,52.49129499,13.41247897,0,2002,2,105,94,0,2.85,1121,45,800,10,0,0,3001,0,1,1,1,3.2,12.1
4024,6282902,52.54036257,13.3609452,1,2002,1,35,100,1,2.995024917,1124,20,0,2,0,0,3002,0,1,1,1,3.7,5.8
4025,6287041,52.55462037,13.46911543,1,2002,1,24,90,21,2.655292123,1126,0,0,3,1,0,3003,0,1,1,1,5.8,12
4026,6288870,52.50995146,13.44630707,1,2002,1,52,97,6,2.895882267,1058,0,0,2,0,0,3003,0,1,0,1,3,12.5
4027,6289384,52.55503151,13.4162916,0,2002,1,29,96,10,2.852418709,1092,0,0,4,1,0,3002,0,1,0,1,4,8.5
4028,6290282,52.53600116,13.39679772,1,2002,1,65,100,1,2.995024917,1019,0,300,4,0,0,3002,0,1,1,1,1.9,8.1
4029,6290291,52.53233252,13.42368106,1,2002,2,200,99,30,2.84540911,1099,50,500,3,0,0,3002,37,1,1,1,1.9,9.9
4030,6290556,52.50328502,13.48067166,0,2002,1,18,97,6,2.895882267,1078,0,0,2,1,0,3002,0,1,1,1,5.5,14.8
4031,6290808,52.4705406,13.42242069,1,2002,1,32,100,6,2.970882267,1112,40,200,14,0,0,3001,0,1,0,1,5.6,14.3
4032,6293882,52.51029204,13.46507043,1,2002,1,49,100,1,2.995024917,1033,0,0,7,0,0,3002,0,1,1,1,4.2,13.5
4033,6295159,52.47098105,13.42758246,1,2002,1,22,98,10,2.902418709,1112,4,0,5,0,0,3002,0,1,0,1,5.7,14.5
4034,6295492,52.544872,13.42335647,1,2002,1,85,95,37,2.720367165,1050,95,0,2,0,0,3001,360,1,1,1,3,9.3
4035,6296150,52.51865475,13.43765685,1,2005,1,40,93,10,2.777418709,1057,20,0,1,0,0,3003,0,1,1,1,2.2,11.5
4036,6296787,52.52918433,13.40939982,1,2002,1,45,98,37,2.795367165,1100,0,0,2,0,0,3003,0,1,0,1,1.1,9.2
4037,6298332,52.54645247,13.40306747,1,2002,0,50,100,3,2.985222767,1097,30,400,62,0,0,3002,0,0,0,1,2.9,8
4038,6298608,52.48219965,13.42747324,1,2002,1,30,98,24,2.843313931,1082,20,180,2,1,0,3001,304,1,0,1,4.5,13.6
4039,6299317,52.53314571,13.37097716,1,2002,2,199,95,57,2.657762719,1003,99,500,3,0,0,3003,226,1,1,1,2.7,6.9
4040,6303306,52.48723512,13.44633157,1,2002,1,20,94,1,2.845024917,1103,20,0,2,0,0,3002,0,1,0,1,4.6,14.1
4041,6306535,52.53390148,13.42241437,1,2002,2,158,84,57,2.382762719,1099,43,0,3,1,0,3002,331,1,1,1,1.9,9.7
4042,6306995,52.47294836,13.43102624,1,2002,1,35,80,10,2.452418709,1082,0,0,3,0,0,3003,0,1,0,1,5.5,14.5
4043,6307526,52.47088067,13.42919145,1,2002,1,25,100,5,2.975614712,1112,8,100,2,0,0,3003,0,1,0,1,5.7,14.6
4044,6310519,52.49447486,13.3556555,1,2005,0,80,94,0,2.85,1109,0,0,1,0,0,3002,0,1,1,1,4.4,9.7
4045,6312215,52.52852601,13.38519709,1,2002,1,47,100,4,2.98039472,1003,10,0,5,0,0,3002,0,1,0,1,1.6,7.9
4046,6312392,52.48984409,13.42885995,1,2002,1,45,99,16,2.901071894,1103,15,150,3,0,0,3003,0,1,0,1,3.7,13
4047,6312709,52.53289427,13.34786262,1,2002,0,54,94,35,2.702344045,1073,36,500,2,1,0,3003,150,1,1,1,4.1,5.8
4048,6315422,52.57436343,13.50841328,1,2002,1,85,94,0,2.85,1080,0,0,1,0,0,3002,0,1,0,1,9.2,14.5
4049,6315769,52.51860215,13.44954345,1,2002,1,29,85,4,2.60539472,1057,15,0,2,0,0,3003,0,1,1,1,3,12.1
4050,6316226,52.53499628,13.42338756,1,2002,1,68,89,46,2.540641823,1099,33,0,3,1,0,3002,299,1,1,1,2.1,9.7
4051,6318745,52.49971288,13.34150549,1,2009,1,119,94,0,2.85,1109,0,0,1,0,0,3003,0,1,1,0,4.9,8.8
4052,6318776,52.49295596,13.39534964,1,2002,1,34,91,13,2.714047715,1121,50,480,148,0,0,3001,185,1,1,1,3.1,11.3
4053,6319394,52.54554747,13.36726671,1,2002,1,30,94,0,2.85,1124,20,0,10,0,0,3002,0,1,0,1,3.8,5.8
4054,6319458,52.53135891,13.35169021,1,2002,1,45,94,0,2.85,1073,0,0,1,0,0,3002,0,1,0,1,3.8,6.1
4055,6319593,52.49420872,13.42093908,1,2002,1,22,93,10,2.777418709,1121,0,0,4,0,0,3003,0,1,0,1,3.1,12.3
4056,6321929,52.54727897,13.36546134,1,2003,1,46,96,5,2.875614712,1124,120,1000,45,0,0,3001,311,1,1,1,4,5.6
4057,6322584,52.52564075,13.40722577,1,2002,1,48,94,0,2.85,1003,0,0,1,0,0,3002,0,0,0,1,0.6,9.3
4058,6322673,52.54224688,13.42261371,1,2002,1,60,70,4,2.23039472,1050,0,0,1,0,0,3002,0,1,1,1,2.7,9.4
4059,6322710,52.46910765,13.31229011,1,2002,1,25,95,80,2.599664482,1133,0,0,1,0,0,3003,282,1,1,1,8.4,11.6
4060,6323448,52.5218991,13.44564916,1,2002,3,100,94,0,2.85,1057,50,1000,6,0,0,3002,0,1,0,1,2.8,11.7
4061,6323518,52.55288627,13.33781714,1,2002,1,64,93,9,2.781965593,1094,0,0,2,0,0,3003,0,1,1,1,5.8,3.7
4062,6330331,52.53112837,13.39655454,1,2002,1,55,100,3,2.985222767,1019,0,0,1,0,0,3002,0,1,0,1,1.4,8.4
4063,6331387,52.51505172,13.31047354,0,2002,1,145,100,23,2.897266801,1091,0,0,5,0,0,3003,297,1,1,1,6.4,6.6
4064,6331717,52.52409818,13.45119725,1,2002,1,61,93,3,2.810222767,1031,20,0,1,0,0,3002,0,1,1,1,3.2,12
