,id,latitude,longitude,is_location_exact,Property_ID,bedrooms,price,review_scores_rating,number_of_reviews,std_review,Neighbourhood_ID,cleaning_fee,security_deposit,minimum_nights,instant_bookable,is_business_travel_ready,Cancellation_ID,availability_365,Wifi,TV,kitchen,Distance_from_center,Distance_from_airport
10991,16435947,52.54380889,13.4408871,1,2002,1,45,93,108,2.494797763,1096,15,0,1,1,0,3002,11,1,1,1,3.6,10.5
10992,16436062,52.50917543,13.45925774,1,2002,1,35,100,2,2.990099337,1033,25,0,7,0,0,3002,0,1,0,1,3.9,13.3
10993,16436355,52.51380359,13.46985869,1,2002,1,12,94,0,2.85,1033,0,0,1,1,0,3002,0,1,0,1,4.4,13.6
10994,16436968,52.50720408,13.26034538,1,2005,1,25,95,56,2.660604532,1046,0,0,2,0,0,3002,35,1,0,1,9.9,7.7
10995,16437243,52.54340841,13.41273123,1,2002,2,89,97,7,2.89119691,1050,30,0,5,1,0,3003,0,1,1,1,2.7,8.7
10996,16437500,52.48995024,13.44968021,0,2002,1,32,90,11,2.697917068,1005,7,0,2,0,0,3001,16,1,0,1,4.5,14
10997,16437900,52.526133,13.41507296,1,2002,1,49,95,25,2.764400392,1003,0,250,11,1,0,3001,11,1,0,1,1,9.7
10998,16437932,52.53679393,13.4121769,0,2002,2,90,90,3,2.735222767,1100,10,0,2,0,0,3002,279,1,0,1,1.9,9
10999,16438739,52.51251192,13.41763162,1,2002,1,27,100,8,2.961558173,1003,0,0,3,0,0,3003,0,1,0,1,1.2,10.7
11000,16438764,52.50361305,13.45171404,1,2002,1,60,100,7,2.96619691,1033,0,0,2,0,0,3003,9,1,0,1,3.7,13.2
11001,16441885,52.50955459,13.46219722,0,2002,1,44,97,7,2.89119691,1033,10,100,2,0,0,3003,85,1,0,1,4,13.4
11002,16445489,52.50387059,13.29964826,0,2002,0,45,80,2,2.490099337,1079,0,0,7,0,0,3002,0,0,0,1,7.3,7.7
11003,16445876,52.54178473,13.43892521,0,2002,2,103,99,19,2.888479567,1096,40,250,2,1,0,3001,0,1,1,1,3.3,10.4
11004,16446691,52.48790651,13.36112835,1,2002,1,55,100,4,2.98039472,1110,10,0,10,0,0,3001,3,1,1,1,4.6,10.5
11005,16450988,52.52857112,13.31616706,1,2002,1,50,99,16,2.901071894,1074,35,0,5,0,0,3001,9,1,1,1,6.1,5.2
11006,16451952,52.46965239,13.45373148,1,2002,0,49,87,41,2.506825125,1053,35,100,2,1,0,3001,303,1,1,1,6.5,15.8
11007,16452627,52.4995011,13.29341112,1,2002,1,66,95,13,2.814047715,1043,38,500,180,0,0,3001,47,1,1,1,7.9,8.2
11008,16452817,52.49317182,13.41536516,1,2002,1,60,86,10,2.602418709,1121,10,0,2,1,0,3003,0,1,1,1,3.1,12.1
11009,16453122,52.53503551,13.42938944,1,2002,0,30,90,2,2.740099337,1099,0,0,2,0,0,3003,236,1,1,1,2.4,10.1
11010,16453301,52.55240076,13.41637961,1,2002,2,35,94,0,2.85,1096,0,300,6,0,0,3003,0,1,1,1,3.7,8.6
11011,16454173,52.52907771,13.3364021,1,2002,1,50,100,14,2.934679118,1074,20,0,2,0,0,3003,17,1,1,1,4.7,5.7
11012,16459223,52.46089755,13.34544606,0,2002,1,26,100,1,2.995024917,1002,0,0,55,0,0,3001,337,0,0,1,7.7,13
11013,16459865,52.49054098,13.41495384,0,2002,2,60,93,3,2.810222767,1121,40,150,5,0,0,3002,0,1,1,1,3.3,12.3
11014,16460090,52.52182874,13.3796903,1,2002,0,30,80,1,2.495024917,1003,0,0,1,1,0,3002,0,1,1,1,1.7,8.1
11015,16460568,52.50400643,13.36638613,0,2002,1,30,92,22,2.701259399,1122,15,0,3,1,0,3001,0,1,0,1,3.2,9.1
11016,16462692,52.55659862,13.39244292,1,2002,1,52,98,27,2.831689747,1087,10,0,5,1,0,3002,2,1,0,1,4.2,6.9
11017,16462717,52.51786246,13.4247982,1,2015,1,19,90,44,2.572018211,1003,0,0,1,0,0,3001,84,1,1,0,1.4,10.8
11018,16463176,52.55744543,13.38481701,0,2002,1,79,89,7,2.69119691,1087,0,0,2,0,0,3002,126,1,0,1,4.4,6.4
11019,16464222,52.52872361,13.39916297,1,2002,3,180,78,111,2.114779481,1003,0,0,1,1,0,3001,35,1,1,1,1,8.7
11020,16465773,52.51959215,13.29508317,1,2002,1,99,94,0,2.85,1113,10,100,3,1,0,3002,0,1,1,1,7.4,6
11021,16467755,52.45365955,13.45203453,1,2002,1,18,100,4,2.98039472,1017,18,160,2,0,0,3003,0,1,1,1,8,17.1
11022,16468199,52.54654292,13.40956805,1,2002,1,79,96,5,2.875614712,1097,0,0,50,0,0,3001,0,1,0,1,3,8.4
11023,16469975,52.46814028,13.43984855,1,2002,2,53,91,78,2.504203006,1082,25,0,2,1,0,3002,337,1,1,1,6.2,15.3
11024,16470400,52.48897958,13.45172467,1,2002,1,27,98,53,2.744302485,1005,15,150,1,0,0,3003,30,1,0,1,4.7,14.2
11025,16473181,52.52344396,13.40484833,1,2002,1,75,92,6,2.770882267,1003,0,0,3,0,0,3002,0,1,0,1,0.4,9.3
11026,16476906,52.54066055,13.41039175,1,2002,2,145,94,7,2.81619691,1100,50,300,3,0,0,3001,0,1,1,1,2.3,8.7
11027,16478574,52.44388587,13.24228817,1,2004,2,105,100,11,2.947917068,1135,50,0,3,0,0,3001,41,1,1,1,13.9,14.8
11028,16479631,52.53691676,13.40609141,1,2002,2,115,93,53,2.619302485,1019,38,0,1,1,0,3003,244,1,0,1,1.9,8.6
11029,16483884,52.46672186,13.48505263,1,2002,1,40,93,4,2.80539472,1012,15,0,3,1,0,3003,0,1,1,1,8,17.5
11030,16484124,52.54063753,13.42508199,1,2002,1,81,86,7,2.61619691,1099,0,0,2,0,0,3002,0,1,0,1,2.7,9.6
11031,16484565,52.55114376,13.41357617,0,2002,1,16,94,1,2.845024917,1097,15,0,2,0,0,3003,0,1,0,1,3.5,8.5
11032,16485339,52.45303949,13.57551714,1,2002,1,30,97,42,2.75352341,1027,15,200,2,1,0,3001,189,1,0,0,13.7,23.3
11033,16485543,52.50121854,13.42177824,1,2002,1,30,100,1,2.995024917,1077,0,200,3,0,0,3002,0,1,0,1,2.4,11.8
11034,16486301,52.48575818,13.4324166,1,2002,2,100,100,1,2.995024917,1103,0,0,3,1,0,3002,0,0,0,1,4.2,13.5
11035,16487175,52.46846257,13.43186096,1,2004,1,56,96,49,2.706313197,1082,32,350,2,0,0,3001,147,1,0,1,6,14.9
11036,16489094,52.49274556,13.44618385,1,2002,1,50,100,3,2.985222767,1005,0,0,3,1,0,3002,0,1,1,1,4.1,13.6
11037,16490052,52.42643703,13.46144522,1,2010,1,48,94,1,2.845024917,1040,0,0,1,0,0,3002,0,1,1,1,11.1,19.9
11038,16502077,52.51078163,13.46866767,1,2002,1,45,90,2,2.740099337,1033,30,100,20,1,0,3003,330,1,0,1,4.4,13.7
11039,16510222,52.52322589,13.51176335,0,2002,1,35,94,0,2.85,1009,0,0,2,1,0,3002,0,1,0,1,7.2,15.7
11040,16511645,52.49654178,13.31408056,1,2002,0,45,80,4,2.48039472,1026,30,150,2,0,0,3003,0,1,0,1,6.7,8.6
11041,16512872,52.48136067,13.349935,1,2002,1,52,93,12,2.768460218,1110,39,0,1,0,0,3003,0,1,1,1,5.7,10.9
11042,16513064,52.47832122,13.43553491,1,2002,3,199,94,0,2.85,1082,40,0,2,0,0,3002,61,1,1,1,5.1,14.2
11043,16513338,52.49199165,13.42095329,0,2002,1,50,94,1,2.845024917,1121,0,0,2,1,0,3003,0,1,0,1,3.3,12.5
11044,16513443,52.50099685,13.45338843,0,2002,2,150,94,0,2.85,1033,0,0,4,0,0,3002,0,1,1,1,3.9,13.4
11045,16513736,52.48943262,13.34246192,1,2002,3,180,100,2,2.990099337,1110,0,0,2,0,0,3001,338,1,0,1,5.4,9.9
11046,16515639,52.56005953,13.38342778,1,2002,2,60,93,8,2.786558173,1087,20,0,3,0,0,3003,253,1,0,1,4.7,6.2
11047,16515761,52.48362929,13.45413068,1,2002,1,30,98,40,2.785160023,1104,29,150,1,0,0,3003,85,1,1,1,5.2,14.7
11048,16519301,52.50220039,13.39890043,1,2002,1,95,98,14,2.884679118,1107,30,200,2,0,0,3002,28,1,1,1,2,10.6
11049,16524560,52.51405129,13.50062526,1,2002,2,49,100,3,2.985222767,1009,30,300,5,1,0,3001,0,1,1,1,6.5,15.4
11050,16525253,52.4721028,13.42909985,0,2003,1,25,77,17,2.346832408,1082,8,0,10,0,0,3002,358,1,0,1,5.6,14.5
11051,16525958,52.55523582,13.38677033,1,2002,2,1050,94,2,2.840099337,1087,29,100,2,0,0,3003,364,1,1,1,4.1,6.6
11052,16527188,52.48425856,13.43679566,0,2002,1,89,98,23,2.847266801,1103,35,500,3,0,0,3001,0,1,0,1,4.5,13.8
11053,16527252,52.54565993,13.42049533,1,2002,2,64,95,16,2.801071894,1050,15,0,10,0,0,3003,0,1,0,1,3,9.1
11054,16527679,52.51009249,13.46941621,0,2002,1,65,96,30,2.77040911,1033,39,0,1,0,0,3001,0,1,0,1,4.5,13.8
11055,16528097,52.5125869,13.4984414,0,2002,1,30,97,75,2.661183276,1009,0,0,2,1,0,3002,24,1,0,1,6.4,15.4
11056,16531536,52.49834869,13.41000672,1,2002,3,40,91,90,2.47828483,1107,10,0,3,1,0,3003,283,1,0,1,2.4,11.4
11057,16531917,52.51189276,13.4538089,0,2002,1,39,100,3,2.985222767,1033,30,100,2,0,0,3001,0,1,1,1,3.4,12.8
11058,16532065,52.49641974,13.39866329,0,2002,1,39,100,8,2.961558173,1121,20,100,3,1,0,3003,0,1,0,1,2.7,11.1
11059,16533781,52.52279008,13.45331653,0,2002,1,39,93,50,2.62826533,1031,15,100,2,0,0,3002,290,1,0,1,3.3,12.1
11060,16534256,52.41903571,13.26244401,0,2002,2,65,60,3,1.985222767,1119,0,0,5,0,0,3002,41,1,1,1,14.8,17.3
11061,16536427,52.56385636,13.3383113,1,2002,1,32,94,0,2.85,1094,70,850,60,1,0,3003,191,1,1,1,6.6,3.2
11062,16536961,52.51578294,13.29804166,0,2002,1,25,97,6,2.895882267,1113,50,500,7,0,0,3003,92,1,1,1,7.2,6.4
11063,16537114,52.49426126,13.40292122,1,2002,1,80,94,0,2.85,1121,85,1500,60,0,0,3001,311,1,1,1,2.9,11.5
11064,16537514,52.47180721,13.44479059,1,2002,1,40,97,14,2.859679118,1104,0,500,2,0,0,3003,0,1,0,1,6,15.2
11065,16538448,52.55163568,13.36913746,1,2002,1,27,90,2,2.740099337,1124,15,0,3,0,0,3003,0,1,0,1,4.3,5.6
11066,16539226,52.50121187,13.34392627,0,2002,2,70,94,0,2.85,1109,0,0,2,0,0,3002,0,1,1,1,4.6,8.7
11067,16541895,52.47994429,13.43975139,1,2002,1,20,100,7,2.96619691,1104,15,0,2,0,0,3003,23,1,0,1,5,14.3
11068,16542489,52.5230661,13.45385166,0,2002,1,26,100,1,2.995024917,1031,0,100,5,0,0,3003,0,1,0,1,3.3,12.2
11069,16543844,52.49526002,13.40115052,1,2002,1,99,98,73,2.690954495,1121,40,100,4,0,0,3001,318,1,1,1,2.8,11.3
11070,16543873,52.50218947,13.34316287,1,2006,2,1250,96,5,2.875614712,1109,150,2000,1,0,0,3001,364,1,1,1,4.6,8.6
11071,16546372,52.50624507,13.49418036,0,2002,1,23,94,0,2.85,1078,0,0,1,0,0,3002,0,1,1,1,6.2,15.5
11072,16547438,52.53887473,13.40332965,1,2002,1,24,94,18,2.767635106,1019,10,0,1,0,0,3002,129,1,0,0,2.1,8.3
11073,16550258,52.46237683,13.52103242,1,2002,2,60,100,6,2.970882267,1086,50,100,1,0,0,3003,0,1,1,1,10.1,19.7
11074,16550265,52.47765708,13.43844241,0,2002,1,70,100,1,2.995024917,1082,20,0,1,0,0,3003,0,1,1,1,5.2,14.4
11075,16550598,52.5104157,13.47679819,1,2002,1,80,93,3,2.810222767,1032,12,0,10,1,0,3003,0,1,0,1,5,14.2
11076,16551857,52.48629071,13.45223367,1,2002,1,50,100,1,2.995024917,1005,0,0,1,0,0,3002,0,1,0,1,4.9,14.4
11077,16551948,52.53617972,13.18962897,0,2002,0,33,100,3,2.985222767,1118,50,200,30,0,0,3001,319,1,1,1,14.7,8.2
11078,16553734,52.53625069,13.50579493,1,2002,1,15,89,7,2.69119691,1008,0,0,1,0,0,3001,0,1,0,1,7.1,14.9
11079,16553787,52.49360604,13.44622016,1,2002,1,70,100,3,2.985222767,1005,50,0,3,1,0,3002,30,1,1,1,4.1,13.6
11080,16554581,52.55382988,13.41954047,1,2002,1,29,97,34,2.780885161,1092,25,0,2,0,0,3003,0,1,0,1,3.9,8.8
11081,16554793,52.60168975,13.3092979,1,2012,0,80,97,7,2.89119691,1085,0,0,3,1,0,3002,71,1,0,1,11.1,3.3
11082,16554978,52.57279195,13.39797205,1,2002,1,77,94,0,2.85,1111,0,0,1,1,0,3002,365,1,0,1,5.9,7
11083,16556063,52.49781039,13.38010971,1,2002,0,35,94,1,2.845024917,1121,0,0,14,0,0,3002,0,1,0,1,3,10.2
11084,16561947,52.53823028,13.41151633,1,2002,1,50,98,30,2.82040911,1100,35,400,2,0,0,3001,46,1,1,1,2.1,8.8
11085,16563094,52.51291097,13.44874354,1,2002,1,30,97,19,2.838479567,1058,15,200,1,1,0,3002,98,1,0,1,3.1,12.4
11086,16565985,52.50492108,13.48056152,0,2002,1,20,100,2,2.990099337,1078,0,0,3,0,0,3001,0,1,0,1,5.4,14.7
11087,16576294,52.52846015,13.45488291,0,2002,1,35,86,85,2.363707466,1098,45,0,1,1,0,3001,310,1,0,1,3.5,12
11088,16583319,52.48897795,13.39781395,1,2002,1,75,94,0,2.85,1121,30,0,2,1,0,3002,0,1,1,1,3.5,11.7
11089,16583885,52.51172714,13.26068775,1,2005,4,320,100,12,2.943460218,1132,120,1000,2,0,0,3001,319,1,1,1,9.8,7.2
11090,16585886,52.53007137,13.39678499,1,2002,3,249,92,76,2.533833214,1019,60,100,1,0,0,3001,122,1,1,1,1.2,8.4
11091,16590218,52.54000823,13.41019359,1,2002,1,39,93,19,2.738479567,1100,25,250,2,0,0,3003,5,1,0,1,2.3,8.7
11092,16592215,52.5115187,13.45801428,1,2002,1,49,100,15,2.930353988,1033,50,250,3,0,0,3003,172,1,0,1,3.7,13
11093,16593828,52.54339225,13.43897865,0,2002,1,35,100,1,2.995024917,1096,0,250,1,0,0,3002,0,1,1,1,3.5,10.3
11094,16594716,52.4989108,13.46045124,1,2002,1,17,80,4,2.48039472,1033,4,0,5,0,0,3003,0,1,1,1,4.4,14
11095,16595508,52.49731593,13.30423386,1,2002,1,45,100,2,2.990099337,1043,10,200,5,1,0,3003,0,1,1,1,7.3,8.5
11096,16598356,52.48701726,13.4640568,1,2002,2,90,94,0,2.85,1095,0,0,5,0,0,3002,98,1,1,1,5.4,15
11097,16601440,52.48941537,13.45267801,0,2002,1,28,98,22,2.851259399,1005,0,0,2,0,0,3002,0,1,0,1,4.7,14.2
11098,16601732,52.586082,13.40147528,0,2002,1,40,70,3,2.235222767,1015,15,0,1,1,0,3003,31,1,1,0,7.4,7.4
11099,16606731,52.43961877,13.27592074,1,2002,1,55,98,38,2.791930705,1119,30,190,2,0,0,3001,226,1,1,1,12.5,14.9
11100,16607648,52.55437589,13.41637431,0,2002,1,28,90,8,2.711558173,1092,15,150,3,0,0,3002,302,1,0,1,3.9,8.5
11101,16608451,52.48411746,13.44432063,1,2002,1,25,95,5,2.850614712,1104,0,0,3,0,0,3002,247,1,0,1,4.8,14.2
11102,16608497,52.52335161,13.352071,1,2004,2,70,100,136,2.628330388,1073,15,0,1,1,0,3003,302,1,1,1,3.6,6.8
11103,16609096,52.49717774,13.33613825,1,2002,2,50,94,0,2.85,1026,160,1500,120,0,0,3001,159,1,1,1,5.3,8.9
11104,16609782,52.57890224,13.42851131,0,2002,1,19,100,2,2.990099337,1093,15,0,1,0,0,3002,0,1,0,1,6.7,9.1
11105,16610057,52.53498889,13.42534739,0,2002,1,65,94,0,2.85,1099,0,0,2,0,0,3002,0,1,1,1,2.2,9.8
11106,16610187,52.50253187,13.41762124,1,2002,2,98,98,57,2.732762719,1077,40,149,2,1,0,3003,332,1,1,1,2.1,11.5
11107,16611044,52.54567,13.42066935,0,2002,1,80,100,5,2.975614712,1050,40,0,2,0,0,3003,88,1,0,1,3,9.1
11108,16611133,52.5350721,13.42231518,0,2004,1,70,96,51,2.700247789,1099,20,0,3,0,0,3003,57,1,1,1,2,9.7
11109,16611253,52.55064887,13.38035963,1,2002,1,20,92,5,2.775614712,1018,0,0,3,0,0,3002,0,1,0,1,3.8,6.4
11110,16615365,52.49771304,13.41644436,1,2002,0,38,94,0,2.85,1107,0,150,20,1,0,3003,0,1,0,1,2.6,11.8
11111,16616403,52.50293647,13.37774909,1,2002,1,50,99,32,2.838074519,1107,20,0,2,0,0,3003,11,1,1,1,2.6,9.6
11112,16617360,52.51678633,13.44497766,1,2002,1,20,94,0,2.85,1057,0,0,5,0,0,3003,0,1,0,1,2.7,12
11113,16617481,52.48715863,13.39679889,1,2002,1,100,98,12,2.893460218,1121,0,1000,2,0,0,3002,49,1,1,1,3.7,11.8
11114,16624047,52.50957589,13.44980638,1,2002,1,20,94,0,2.85,1058,0,150,2,0,0,3002,0,0,0,1,3.2,12.7
11115,16625704,52.5077925,13.45305566,1,2002,1,50,100,1,2.995024917,1033,0,0,7,0,0,3002,0,1,1,0,3.5,13
11116,16626149,52.4893777,13.39514368,1,2002,1,35,80,1,2.495024917,1121,0,0,1,0,0,3003,98,1,1,1,3.5,11.6
11117,16626249,52.48134777,13.43967885,0,2002,1,25,100,7,2.96619691,1104,0,0,1,0,0,3002,0,1,0,1,4.9,14.2
11118,16626368,52.49337483,13.43711629,1,2002,1,40,100,11,2.947917068,1108,15,0,3,0,0,3002,0,1,0,1,3.7,13.1
11119,16626860,52.51449693,13.42442015,1,2002,1,40,94,0,2.85,1003,0,0,1,1,0,3002,0,1,1,1,1.5,11
11120,16627209,52.50738687,13.2869389,1,2002,2,27,93,5,2.800614712,1079,30,100,26,1,0,3003,37,1,1,1,8.1,7.3
11121,16627622,52.52300988,13.40855105,1,2002,2,185,100,1,2.995024917,1003,40,250,3,1,0,3001,168,1,0,1,0.4,9.5
11122,16628883,52.51994446,13.46770315,0,2002,0,45,88,5,2.675614712,1031,35,85,61,0,0,3001,156,1,0,1,4.2,13.2
11123,16630402,52.48996408,13.4022823,1,2002,2,80,100,2,2.990099337,1121,0,100,6,0,0,3003,0,1,1,1,3.3,11.8
11124,16630942,52.52411294,13.43064781,1,2002,2,74,100,2,2.990099337,1057,0,0,3,0,0,3002,0,1,1,1,1.8,10.7
11125,16632030,52.46991479,13.58709009,1,2005,1,29,98,63,2.716295901,1054,0,0,1,0,0,3003,342,1,1,1,13.5,22.9
11126,16632560,52.55334937,13.38995748,1,2002,2,38,94,0,2.85,1087,30,0,10,1,0,3001,0,1,1,1,3.8,6.9
11127,16633338,52.49520268,13.3239643,1,2002,1,25,99,31,2.841723478,1026,25,200,1,0,0,3001,285,1,0,1,6.1,8.9
11128,16633391,52.52486742,13.29778379,1,2002,2,65,99,58,2.754949183,1072,40,0,2,0,0,3002,8,1,1,1,7.3,5.4
11129,16639428,52.49109382,13.51023364,0,2002,1,15,78,10,2.402418709,1036,0,0,1,1,0,3002,0,1,1,1,7.8,17.2
11130,16639512,52.50885014,13.47326112,1,2002,1,70,100,10,2.952418709,1033,25,300,2,0,0,3002,4,1,1,1,4.8,14.1
11131,16639845,52.49762416,13.35467445,1,2002,1,40,90,4,2.73039472,1109,0,0,2,0,0,3002,0,1,0,1,4.2,9.4
11132,16639872,52.49786194,13.30666156,1,2002,2,33,84,6,2.570882267,1026,50,0,30,0,0,3001,348,1,1,1,7.1,8.4
11133,16640020,52.5393643,13.41071358,1,2002,1,100,94,0,2.85,1100,0,0,4,1,0,3002,0,1,0,1,2.2,8.7
11134,16640146,52.50364345,13.41532563,0,2002,1,90,100,6,2.970882267,1077,45,85,2,0,0,3003,52,1,0,1,2,11.3
11135,16640382,52.51265136,13.46784509,0,2002,1,45,97,47,2.737501134,1033,10,0,2,1,0,3003,0,1,1,1,4.3,13.5
11136,16640528,52.54955696,13.46144159,1,2002,1,35,98,49,2.756313197,1125,0,0,2,0,0,3003,64,1,0,1,5,11.6
11137,16640603,52.51330497,13.46072548,1,2002,3,120,78,137,2.07705348,1033,0,0,1,1,0,3001,47,1,1,1,3.8,13.1
11138,16641673,52.49619918,13.42729194,0,2002,1,46,90,9,2.706965593,1108,25,150,2,1,0,3001,0,1,0,1,3,12.4
11139,16642699,52.54951886,13.41197593,1,2002,1,35,97,13,2.864047715,1097,20,0,1,0,0,3003,0,1,0,1,3.3,8.4
11140,16646383,52.54921433,13.42407683,0,2002,1,52,98,11,2.897917068,1096,40,200,2,0,0,3003,0,1,1,1,3.5,9.2
11141,16648309,52.49449911,13.41243325,1,2002,1,35,99,24,2.868313931,1121,10,0,2,0,0,3001,330,1,0,1,2.9,11.9
11142,16648484,52.50144539,13.43138289,1,2002,1,36,100,2,2.990099337,1077,20,100,2,0,0,3003,164,1,1,1,2.7,12.2
11143,16649277,52.53873201,13.44419658,0,2002,1,18,94,0,2.85,1098,0,0,1,0,0,3002,0,1,1,1,3.4,10.9
11144,16649864,52.5831075,13.38079073,1,2002,2,80,96,45,2.718814076,1111,35,0,2,0,0,3003,363,1,1,1,7.2,6
11145,16653394,52.50388342,13.29893562,0,2002,1,60,96,14,2.834679118,1079,0,0,2,0,0,3003,80,1,0,1,7.4,7.7
11146,16653561,52.511288,13.4592357,0,2002,1,48,96,6,2.870882267,1033,35,350,5,0,0,3002,0,1,1,1,3.8,13.1
11147,16655548,52.55591264,13.39156658,0,2002,1,30,95,52,2.672260274,1087,0,0,3,1,0,3003,0,1,1,1,4.1,6.9
11148,16655645,52.48664337,13.32610334,0,2002,2,90,86,25,2.539400392,1123,50,200,3,1,0,3001,333,1,1,1,6.5,9.9
11149,16655959,52.50558973,13.4207458,1,2002,3,90,100,5,2.975614712,1003,30,0,3,1,0,3001,0,1,0,1,1.9,11.4
11150,16661918,52.49425127,13.42207579,1,2002,1,35,96,10,2.852418709,1103,0,0,3,0,0,3003,0,1,0,1,3.1,12.3
11151,16662278,52.49407952,13.36271185,0,2002,1,40,95,15,2.805353988,1109,50,0,5,0,0,3002,273,1,1,1,4.1,9.9
11152,16668379,52.48579098,13.43410712,0,2002,1,35,96,5,2.875614712,1103,0,0,25,0,0,3003,62,1,0,1,4.3,13.6
11153,16669441,52.52739617,13.45237944,0,2002,1,35,93,4,2.80539472,1031,5,95,2,0,0,3003,0,1,0,1,3.3,11.9
11154,16669636,52.54100662,13.39630791,1,2002,2,27,100,1,2.995024917,1018,25,200,2,0,0,3001,0,1,0,1,2.4,7.8
11155,16670084,52.53724895,13.42152019,1,2002,1,28,97,84,2.640855262,1100,5,0,1,0,0,3001,85,1,0,0,2.2,9.5
11156,16671777,52.52889481,13.4288883,1,2002,1,50,100,12,2.943460218,1099,25,0,5,1,0,3003,65,1,0,1,1.9,10.4
11157,16672140,52.49939249,13.44147232,0,2002,1,55,94,0,2.85,1108,0,0,1,0,0,3002,0,1,0,1,3.4,12.9
11158,16672526,52.58205426,13.41210356,0,2002,1,35,95,4,2.85539472,1093,0,0,3,0,0,3001,281,1,0,1,6.9,8
11159,16674064,52.52878706,13.40361969,1,2002,1,70,100,11,2.947917068,1003,40,100,3,0,0,3003,305,1,0,1,1,8.9
11160,16674988,52.56006214,13.38715343,1,2015,1,17,84,10,2.552418709,1087,0,0,2,0,0,3001,328,1,1,1,4.6,6.5
11161,16675608,52.50947453,13.47152861,1,2002,1,55,94,0,2.85,1033,0,0,1,1,0,3002,0,1,0,1,4.7,13.9
11162,16679665,52.50488115,13.29741645,0,2002,3,170,92,15,2.730353988,1079,0,0,1,0,0,3003,32,1,0,1,7.5,7.6
11163,16681341,52.53501549,13.37907497,1,2002,1,30,100,1,2.995024917,1019,0,0,1000,0,0,3003,88,1,0,1,2.4,7.2
11164,16681373,52.54622674,13.39045437,1,2002,1,80,90,2,2.740099337,1018,30,0,3,1,0,3003,0,1,0,1,3.1,7.2
11165,16682726,52.5438317,13.41709167,1,2002,1,40,97,7,2.89119691,1050,0,0,14,1,0,3002,0,1,1,1,2.8,8.9
11166,16683655,52.4687508,13.46672708,0,2002,1,21,91,11,2.722917068,1053,0,0,3,0,0,3002,0,1,0,1,7.1,16.5
11167,16683933,52.45620976,13.36422443,1,2002,1,19,100,1,2.995024917,1120,10,0,7,0,0,3002,0,1,1,1,7.6,13.8
11168,16684398,52.48768578,13.37293255,0,2004,1,90,100,1,2.995024917,1110,45,500,5,0,0,3002,29,1,1,1,4.2,10.9
11169,16684717,52.5343952,13.34931336,1,2002,1,37,97,43,2.750254547,1073,18,0,2,1,0,3001,30,1,0,1,4.1,5.7
11170,16686263,52.45838801,13.3237924,1,2002,1,59,97,27,2.806689747,1114,15,0,5,1,0,3001,17,1,1,1,8.8,12.9
11171,16687056,52.46291464,13.34055019,1,2002,2,60,95,4,2.85539472,1002,15,0,4,0,0,3003,0,1,1,1,7.7,12.7
11172,16688037,52.45077427,13.57068114,1,2002,4,98,95,34,2.730885161,1027,50,300,3,0,0,3001,28,1,1,1,13.6,23.2
11173,16692759,52.50968901,13.50330375,0,2002,1,35,97,22,2.826259399,1078,15,0,2,0,0,3003,297,1,1,1,6.8,15.8
11174,16695157,52.51778624,13.43343939,1,2002,1,95,94,67,2.605854289,1058,40,250,4,0,0,3001,335,1,0,1,1.9,11.3
11175,16695520,52.53630862,13.39859637,1,2002,1,16,96,118,2.553639369,1019,10,200,1,1,0,3003,13,1,0,1,1.9,8.2
11176,16696167,52.49338469,13.39553634,0,2002,2,37,91,39,2.613528437,1121,20,500,4,1,0,3003,0,1,0,1,3,11.2
11177,16698433,52.55309099,13.44805473,1,2002,1,30,100,1,2.995024917,1125,5,200,5,0,0,3001,58,1,0,1,4.7,10.7
11178,16699233,52.4992137,13.42508936,1,2002,2,35,90,2,2.740099337,1077,0,0,3,1,0,3002,0,1,1,1,2.7,12.1
11179,16699505,52.49039672,13.35570557,1,2002,1,39,100,11,2.947917068,1109,15,0,3,0,0,3003,0,1,0,1,4.7,10.1
11180,16699634,52.55069866,13.41581318,1,2002,1,42,96,12,2.843460218,1096,25,200,3,0,0,3001,98,1,0,1,3.5,8.6
11181,16701250,52.48877745,13.29504797,1,2002,1,65,100,5,2.975614712,1041,100,1000,30,0,0,3002,0,1,1,1,8.2,9.4
11182,16701311,52.51154313,13.31455469,1,2005,1,50,100,3,2.985222767,1056,0,0,3,1,0,3003,4,1,0,1,6.2,7
11183,16702548,52.46769781,13.43192331,1,2002,1,25,98,20,2.859365377,1082,10,0,3,1,0,3001,20,1,1,1,6.1,15
11184,16704289,52.48309641,13.43841357,1,2002,1,80,99,19,2.888479567,1103,15,0,2,0,0,3003,0,1,1,1,4.7,14
11185,16704401,52.48239878,13.44473541,0,2002,1,60,94,0,2.85,1104,0,0,1,1,0,3002,0,1,1,1,5,14.4
11186,16711154,52.49566916,13.42165889,1,2002,1,29,97,6,2.895882267,1108,0,0,4,0,0,3002,0,1,0,1,2.9,12.2
11187,16714366,52.50096387,13.41736302,1,2002,2,94,97,42,2.75352341,1077,40,150,2,1,0,3003,338,1,1,1,2.3,11.6
11188,16714541,52.4994646,13.4038939,0,2002,1,40,100,7,2.96619691,1107,50,0,5,0,0,3001,0,1,1,1,2.3,11.1
11189,16717957,52.46949708,13.42498566,0,2002,1,30,95,8,2.836558173,1112,30,0,3,0,0,3001,318,1,0,1,5.8,14.5
